публикация,сегмент,название,ссылка,просмотры,цена,cpv,статус,привлечено,ст-ть_подп,отписки,%отписок
2025-12-24 00:00:00,89 литература,Мировая Поэзия,https://t.me/mir_poetry,9202.0,6923.07,0.7523440556,Завершен,61.0,113.4929508,39.0,0.6393442623
2025-11-12 00:00:00,89 литература,Я сейчас читаю 📚,https://t.me/yaseychaschitayu,2935.0,2517.48,0.8577444634,Завершен,22.0,114.4309091,9.0,0.4090909091
2025-10-16 00:00:00,89 литература,Блокнот Чехова,https://t.me/tg_chekhov,3210.0,2573.42,0.8016884735,Завершен,22.0,116.9736364,3.0,0.1363636364
2025-12-24 00:00:00,89 литература,Культурный Кот,https://t.me/catculture,1735.0,2013.98,1.160795389,Завершен,16.0,125.87375,9.0,0.5625
2025-10-31 00:00:00,89 литература,Мировая Поэзия,https://t.me/mir_poetry,8370.0,6923.07,0.8271290323,Завершен,55.0,125.874,15.0,0.2727272727
2026-01-29 00:00:00,89 литература,Блокнот Чехова,https://t.me/tg_chekhov,2735.0,2573.0,0.9407678245,Завершен,20.0,128.65,,
2025-10-16 00:00:00,89 литература,Мировая Поэзия,https://t.me/mir_poetry,8227.0,6923.07,0.8415060168,Завершен,46.0,150.5015217,13.0,0.2826086957
2025-10-31 00:00:00,89 литература,Строки,https://t.me/stroki_tg,2079.0,1384.61,0.665998076,Завершен,9.0,153.8455556,1.0,0.1111111111
2025-12-24 00:00:00,89 литература,Я сейчас читаю 📚,https://t.me/yaseychaschitayu,2508.0,2797.2,1.115311005,Завершен,17.0,164.5411765,8.0,0.4705882353
2025-10-16 00:00:00,89 литература,Кофе с филологом ☕️,https://t.me/+n6mZl4FuFExmZDAy,908.0,1286.71,1.417081498,Завершен,6.0,214.4516667,1.0,0.1666666667
2025-11-12 00:00:00,89 литература,Мировая Поэзия,https://t.me/mir_poetry,7964.0,6923.07,0.8692955801,Завершен,32.0,216.3459375,15.0,0.46875
2025-10-31 00:00:00,89 литература,Наталья Кор,https://t.me/NatalyaKorr,2300.0,1258.74,0.5472782609,Завершен,5.0,251.748,2.0,0.4
2025-12-24 00:00:00,89 литература,Наталья Кор,https://t.me/NatalyaKorr,2326.0,1398.6,0.6012897678,Завершен,2.0,699.3,2.0,1
2025-12-24 00:00:00,бизнес 91,Трамп Invest,https://t.me/trump_invest,1425.0,1447.55,1.015824561,Завершен,20.0,72.3775,0.0,0
2025-11-12 00:00:00,бизнес 91,Трамп Invest,https://t.me/trump_invest,1423.0,1762.24,1.238397751,Завершен,22.0,80.10181818,4.0,0.1818181818
2026-01-29 00:00:00,бизнес 91,Трамп Invest,https://t.me/trump_invest,1389.0,1447.0,1.041756659,Завершен,18.0,80.38888889,,
2025-11-12 00:00:00,бизнес 91,Бизнес Секреты,https://t.me/bizness_secret,4038.0,4160.84,1.030421,Завершен,33.0,126.0860606,8.0,0.2424242424
2025-10-31 00:00:00,бизнес 91,Трамп Invest,https://t.me/trump_invest,1203.0,2517.48,2.092668329,Завершен,19.0,132.4989474,2.0,0.1052631579
2025-10-31 00:00:00,бизнес 91,Бизнес Секреты,https://t.me/bizness_secret,3037.0,4895.1,1.611820876,Завершен,31.0,157.9064516,6.0,0.1935483871
2025-10-31 00:00:00,бизнес 91,Base Of Business,https://t.me/baseofbusiness,2300.0,3496.5,1.520217391,Завершен,22.0,158.9318182,7.0,0.3181818182
2025-10-31 00:00:00,бизнес 91,Бизнес Книги | Подкасты,https://t.me/+TITXQphY1Ag1N2Ey,929.0,1118.88,1.204391819,Завершен,6.0,186.48,1.0,0.1666666667
2026-01-29 00:00:00,Ваше внимание воруют каждые 5 секунд,Не могу поверить!,https://t.me/testovichopa,1818.0,755.0,0.4152915292,Завершен,19.0,39.73684211,,
2026-01-29 00:00:00,Ваше внимание воруют каждые 5 секунд,Знать и познавать,https://t.me/zip_discover,2046.0,1384.0,0.6764418377,Завершен,22.0,62.90909091,,
2026-01-29 00:00:00,Ваше внимание воруют каждые 5 секунд,Ваша Психология🧠,https://t.me/YourBrainPsyhologyyy,9121.0,3496.0,0.3832913058,Завершен,15.0,233.0666667,,
2025-10-09 00:00:00,конкурс,Знать и познавать,https://t.me/zip_discover,1460.0,1208.39,0.8276643836,Завершен,8.0,151.04875,0.0,0
2025-10-09 00:00:00,конкурс,"Все конкурсы, гранты, вакансии",https://t.me/vsekonkursy,5680.0,10699.29,1.883677817,Завершен,56.0,191.05875,10.0,0.1785714286
2025-10-09 00:00:00,конкурс,Кофе с филологом ☕️,https://t.me/+n6mZl4FuFExmZDAy,1082.0,1286.71,1.189195933,Завершен,5.0,257.342,0.0,0
2025-10-09 00:00:00,конкурс,Бдящий Филин,https://t.me/bd_filin,1904.0,879.86,0.4621113445,Завершен,3.0,293.2866667,1.0,0.3333333333
2025-10-09 00:00:00,конкурс,Наталья Кор,https://t.me/NatalyaKorr,1986.0,629.37,0.3169033233,Завершен,2.0,314.685,1.0,0.5
2025-10-09 00:00:00,конкурс,Русские пословицы | Правописание,https://t.me/pos_lov,1500.0,2517.48,1.67832,Завершен,8.0,314.685,0.0,0
2025-10-09 00:00:00,конкурс,Простым языком,https://t.me/prostyazikom,5630.0,5412.58,0.9613818828,Завершен,13.0,416.3523077,2.0,0.1538461538
2025-10-09 00:00:00,конкурс,Буква «Ё»,https://t.me/gramota,1710.0,3020.98,1.766654971,Завершен,5.0,604.196,2.0,0.4
2025-10-09 00:00:00,конкурс,Репортёр Папилкин,https://t.me/poslevkusiepapilkina,1900.0,629.37,0.3312473684,Завершен,1.0,629.37,0.0,0
2025-10-09 00:00:00,конкурс,Строки,https://t.me/stroki_tg,2093.0,1384.61,0.6615432394,Завершен,2.0,692.305,1.0,0.5
2025-10-09 00:00:00,конкурс,Мировая Поэзия,https://t.me/mir_poetry,7880.0,6923.07,0.8785621827,Завершен,10.0,692.307,3.0,0.3
2025-10-09 00:00:00,конкурс,Блокнот Чехова,https://t.me/tg_chekhov,3820.0,2573.42,0.6736701571,Завершен,3.0,857.8066667,0.0,0
2025-10-09 00:00:00,конкурс,БогданоV. О школе и не только,https://t.me/aboutschools,5870.0,13986.0,2.382623509,Завершен,14.0,999,3.0,0.2142857143
2025-10-09 00:00:00,конкурс,Культурный Кот,https://t.me/catculture,1965.0,1762.24,0.8968142494,Завершен,1.0,1762.24,1.0,1
2025-10-09 00:00:00,конкурс,Коррупция?! Коррупция!,https://t.me/procorruptio,471.0,629.37,1.336242038,Завершен,0.0,#DIV/0!,0.0,#DIV/0!
2025-12-10 00:00:00,мульт,Порядок в голове | Психология,https://t.me/ty_etogo_neznal,3287.0,2797.2,0.8509887435,Завершен,34.0,82.27058824,0.0,0
2025-12-10 00:00:00,мульт,❄️ИскусныйИнтеллект❄️,https://t.me/IskusnyjIntellekt,1472.0,534.96,0.363423913,Завершен,4.0,133.74,0.0,0
2025-12-10 00:00:00,мульт,Строки,https://t.me/stroki_tg,2296.0,1384.61,0.6030531359,Завершен,9.0,153.8455556,3.0,0.3333333333
2025-12-10 00:00:00,мульт,Знать и познавать,https://t.me/zip_discover,1569.0,1208.39,0.7701657106,Завершен,6.0,201.3983333,1.0,0.1666666667
2025-12-10 00:00:00,мульт,"Твой мир, твои слова",https://t.me/mirwords,2468.0,1069.93,0.4335210697,Завершен,5.0,213.986,1.0,0.2
2025-12-10 00:00:00,мульт,Шаранутый Космос,https://t.me/SolarBallsRU,5974.0,1678.32,0.2809373954,Завершен,5.0,335.664,1.0,0.2
2025-12-10 00:00:00,мульт,Блокнот Чехова,https://t.me/tg_chekhov,2554.0,2573.42,1.007603759,Завершен,7.0,367.6314286,2.0,0.2857142857
2025-12-10 00:00:00,мульт,Пыль минувшего столетия,https://t.me/pylminuvshegostoletiya,615.0,440.56,0.7163577236,Завершен,1.0,440.56,1.0,1
2025-12-10 00:00:00,мульт,Я сейчас читаю 📚,https://t.me/yaseychaschitayu,2498.0,2517.48,1.007798239,Завершен,4.0,629.37,0.0,0
2025-12-10 00:00:00,мульт,"Все конкурсы, гранты, вакансии",https://t.me/vsekonkursy,6128.0,10699.29,1.745967689,Завершен,14.0,764.235,4.0,0.2857142857
2025-12-10 00:00:00,мульт,БогданоV. О школе и не только,https://t.me/aboutschools,7276.0,13986.0,1.922210005,Завершен,18.0,777,4.0,0.2222222222
2025-12-10 00:00:00,мульт,Культурный Кот,https://t.me/catculture,1871.0,1888.11,1.009144842,Завершен,2.0,944.055,1.0,0.5
2025-12-10 00:00:00,мульт,Наталья Кор,https://t.me/NatalyaKorr,3158.0,1258.74,0.3985877137,Завершен,0.0,#DIV/0!,,#DIV/0!
2025-12-10 00:00:00,мульт,Михаил Лобковский,https://t.me/Mihail_lobcovskii,485.0,629.37,1.297670103,Завершен,0.0,#DIV/0!,,#DIV/0!
2025-10-31 00:00:00,саморазвитие 90,"Твой мир, твои слова",https://t.me/mirwords,2526.0,1188.81,0.4706294537,Завершен,32.0,37.1503125,16.0,0.5
2025-12-24 00:00:00,саморазвитие 90,"Твой мир, твои слова",https://t.me/mirwords,2333.0,1069.93,0.4586069438,Завершен,17.0,62.93705882,12.0,0.7058823529
2025-11-12 00:00:00,саморазвитие 90,"Твой мир, твои слова",https://t.me/mirwords,2122.0,979.02,0.4613666352,Завершен,13.0,75.30923077,4.0,0.3076923077
2025-11-12 00:00:00,саморазвитие 90,Заметки оптимистки,https://t.me/zametki_optimistki,478.0,587.41,1.228891213,Завершен,5.0,117.482,3.0,0.6
2025-07-11 23:01:00,№56 Мамы / дети,Детская Обитель | Семья и Дети,https://t.me/DetskayaObitel,7109.0,2158.74,0.3036629624,Завершен,,,,
2025-07-11 08:23:00,№56 Мамы / дети,Детский разум | Воспитание,https://t.me/+Z0ZArS8RcOY2YjA6,7843.0,3837.76,0.4893229632,Завершен,,,,
2025-07-11 12:57:00,№56 Мамы / дети,Мы- Родители 👨‍👩‍👧‍👦,https://t.me/Roditelim,8579.0,4437.41,0.5172409372,Завершен,,,,
2025-07-11 12:25:00,№56 Мамы / дети,ЖЕНСКАЯ ПСИХОЛОГИЯ|ИСТОРИИ,https://t.me/psikhologia_zhenskaya,2965.0,2158.74,0.728074199,Завершен,,,,
2025-07-11 08:15:00,№56 Мамы / дети,Alenatuturina | Образование детей,https://t.me/Alenatuturina_off,2653.0,4437.41,1.672600829,Завершен,,,,
2025-07-11 11:02:00,№56 Мамы / дети,️️НАЧАЛЬНАЯ ШКОЛА️️,https://t.me/primaryschool72,2208.0,5396.85,2.444225543,Завершен,,,,
2025-07-11 08:06:00,№56 Мамы / дети,НЕЙРО. Нейроигры и тренировка Мозга. Развитие интеллекта детей. Нейропсихология. Логопед,https://t.me/pedagog_skill2,679.0,1798.95,2.649410898,Завершен,,,,
2025-07-11 09:35:00,№57 Религия,Сим победиши ☦️ Православие,https://t.me/simpobedichi,377.0,299.82,0.7952785146,Завершен,,,,
2025-07-11 12:09:00,№57 Религия,Христианская семья,https://t.me/christian7family,1701.0,1798.95,1.057583774,Завершен,,,,
2025-07-11 18:14:00,№62 Новости и История,КАДЫКЧАНСКИЙ,https://t.me/efirykadykchanskogo,1500.0,251.85,0.1679,Завершен,,,,
2025-07-11 10:28:00,№62 Новости и История,История 20 века,https://t.me/moments_20,1660.0,479.72,0.2889879518,Завершен,,,,
2025-07-11 19:05:00,№62 Новости и История,Экономика по Липсицу,https://t.me/+o3f16goQyOo3ZTVi,12572.0,8994.75,0.7154589564,Завершен,,,,
2025-07-11 16:25:00,№62 Новости и История,Загадки истории с Лысым Камрадом,https://t.me/popscienceru,3641.0,3597.9,0.9881625927,Завершен,,,,
2025-07-11 15:37:00,№63 Русский язык,Я люблю русский язык!,https://t.me/rus_yaz_tg,3340.0,3957.69,1.184937126,Завершен,,,,
2025-07-11 09:00:00,№65 Рассказы,Мир Светланы Ткачёвой,https://t.me/tkacheva_svetlanaN,3692.0,2398.6,0.6496749729,Завершен,,,,
2025-07-11 09:00:00,№66 Актер,Сергей Безруков •️ Театр •️ Кино •️ Литература •️ Искусство,https://t.me/s_bezrukov,386.0,1079.37,2.796295337,Завершен,,,,
2025-07-21 11:16:00,№70 Религия,Ковчег,https://t.me/Kiwotos,817.0,503.7,0.6165238678,Завершен,,,,
2025-07-21 13:24:00,№70 Религия,Христианская мудрость,https://t.me/wise7christian,1660.0,1199.3,0.7224698795,Завершен,,,,
2025-07-21 09:00:00,№70 Религия,Сим победиши ☦️ Православие,https://t.me/simpobedichi,355.0,275.24,0.7753239437,Завершен,,,,
2025-07-21 13:25:00,№70 Религия,Христианская семья,https://t.me/christian7family,1658.0,1349.21,0.8137575392,Завершен,,,,
2025-07-21 13:22:00,№70 Религия,Девушка по сердцу Божьему,https://t.me/God7girl,1912.0,1559.09,0.8154236402,Завершен,,,,
2025-07-21 10:27:00,№70 Религия,❤️ ТЕПЛО В ДУШЕ,https://t.me/+LfrWXEBzzLExYzZi,2923.0,2518.53,0.8616250428,Завершен,,,,
2025-07-21 09:03:00,№70 Религия,Православный грешник,https://t.me/pravgreshnik,959.0,899.47,0.9379249218,Завершен,,,,
2025-07-21 20:55:00,№70 Религия,Советские карточки | Коллекция,https://t.me/postcards_ru,3316.0,3358.04,1.012677925,Завершен,,,,
2025-07-21 09:00:00,№70 Религия,Голос мудрости,https://t.me/+h_JGZgifSHk4N2Uy,929.0,1319.23,1.420053821,Завершен,,,,
2025-07-21 09:00:00,№70 Религия,☦️Азы православия☦️,https://t.me/elenaaksenova51,448.0,695.59,1.55265625,Завершен,,,,
2025-07-21 12:01:00,№70 Религия,Духовный мир,https://t.me/+POfQijiFMWhmZjMy,2635.0,4797.2,1.82056926,Завершен,,,,
2025-07-21 13:29:00,№70 Религия,Христиане,https://t.me/hristiano,260.0,1199.3,4.612692308,Завершен,,,,
2025-09-06 10:03:00,№71 История,Пыль минувшего столетия,https://t.me/pylminuvshegostoletiya,415.0,293.71,0.7077349398,Завершен,9.0,32.63444444,1.0,0.1111111111
2025-12-24 00:00:00,№71 История,Пыль минувшего столетия,https://t.me/pylminuvshegostoletiya,644.0,440.56,0.6840993789,Завершен,4.0,110.14,2.0,0.5
2025-09-06 10:08:00,№71 История,Винтажный СССР,https://t.me/Vintage_cccp,2720.0,2097.9,0.7712867647,Завершен,14.0,149.85,6.0,0.4285714286
2025-09-06 10:03:00,№71 История,Фотохроника Петербурга 📽,https://t.me/fotohronika_peterburga,1137.0,1958.04,1.722110818,Завершен,13.0,150.6184615,2.0,0.1538461538
2025-09-06 09:37:00,№71 История,Утраченное прошлое,https://t.me/thelostpasts,628.0,559.44,0.8908280255,Завершен,3.0,186.48,1.0,0.3333333333
2025-09-06 09:00:00,№71 История,История Приморья,https://t.me/historyprimorye,1050.0,2097.9,1.998,Завершен,9.0,233.1,3.0,0.3333333333
2025-09-06 09:25:00,№71 История,Осколки прошлого,https://t.me/zabroshki_russia,211.0,293.71,1.391990521,Завершен,1.0,293.71,0.0,0
2025-09-06 21:13:00,№71 История,История минувших дней,https://t.me/+xmg6Tjzhh6RlMWFi,876.0,321.68,0.3672146119,Завершен,1.0,321.68,0.0,0
2025-09-06 10:01:00,№71 История,Немая история,https://t.me/mute_history,378.0,349.65,0.925,Завершен,1.0,349.65,,0
2025-09-06 10:49:00,№71 История,Москва в объективе времени,https://t.me/moscow_in_time,3568.0,5594.4,1.56793722,Завершен,12.0,466.2,3.0,0.25
2025-08-13 09:00:00,№71 История,Эпоха криминальных войн,https://t.me/epohakriminalnykhvoin,6056.0,1118.88,0.1847556143,Завершен,,,,
2025-08-13 09:01:00,№71 История,Старые фото Екатеринбурга и Свердловска,https://t.me/oldfotoekb,1470.0,293.71,0.1998027211,Завершен,,,,
2025-07-21 10:15:00,№71 История,История 20 века,https://t.me/moments_20,1350.0,383.77,0.2842740741,Завершен,,,,
2025-07-21 10:02:00,№71 История,СОЛОВЬЕВ LIVE ЛАЙФ,https://t.me/slovievlive,3301.0,959.44,0.2906513178,Завершен,,,,
2025-07-21 09:00:00,№71 История,КАДЫКЧАНСКИЙ,https://t.me/efirykadykchanskogo,692.0,201.48,0.2911560694,Завершен,,,,
2025-08-09 09:26:00,№71 История,Bunker Diodand,https://t.me/BunkerDiodand,9690.0,3496.5,0.3608359133,Завершен,,,,
2025-07-21 12:01:00,№71 История,Карточный домик,https://t.me/kartochniydomik,9028.0,3957.69,0.438379486,Завершен,,,,
2025-08-09 09:00:00,№71 История,Эпоха недоверия,https://t.me/epoha_nedoverya,3716.0,1678.32,0.4516469322,Завершен,,,,
2025-08-08 12:22:00,№71 История,История,https://t.me/history_0o,23300.0,10769.22,0.4621982833,Завершен,,,,
2025-08-20 10:00:00,№71 История,BspChannel,https://t.me/BSPhistorychannel,3408.0,1676.92,0.4920539906,Завершен,,,,
2025-08-19 10:15:00,№71 История,Цветные фотографии СССР,https://t.me/photo_CCCP,2049.0,1118.88,0.5460614934,Завершен,,,,
2025-08-20 09:11:00,№71 История,Коллоквиум | История,https://t.me/+q4L7NYSW2plmZmQy,1080.0,629.37,0.58275,Завершен,,,,
2025-08-09 09:00:00,№71 История,Председатель СНТ,https://t.me/predsedatelprav,7451.0,4895.1,0.6569722185,Завершен,,,,
2025-09-06 09:02:00,№71 История,Чтобы помнили,https://t.me/asadasa90,464.0,307.69,0.663125,Завершен,,,,
2025-08-21 09:33:00,№71 История,Praetorian Cohort ⚔️ | Античная история и Наполеоника,https://t.me/praetorian_cohort,1057.0,713.29,0.6748249763,Завершен,,,,
2025-08-19 09:00:00,№71 История,Вот это история! 📚🎬,https://t.me/historylove_blog,809.0,559.44,0.6915203956,Завершен,,,,
2025-08-21 12:48:00,№71 История,ODAL,https://t.me/odal24,1003.0,699.3,0.6972083749,Завершен,,,,
2025-08-02 10:28:00,№71 История,О жизни в СССР,https://t.me/O_SSSR,1450.0,1048.95,0.7234137931,Завершен,,,,
2025-07-21 17:02:00,№71 История,Экономика по Липсицу,https://t.me/+o3f16goQyOo3ZTVi,10495.0,7645.54,0.7284935684,Завершен,,,,
2025-07-21 12:01:00,№71 История,Ruslan203,https://t.me/rus203,7721.0,5996.5,0.7766481026,Завершен,,,,
2025-09-06 10:09:00,№71 История,Личность в истории,https://t.me/personaofhistory,662.0,559.44,0.8450755287,Завершен,,,,
2025-08-08 10:00:00,№71 История,История одной картины,https://t.me/pic_history,4773.0,4055.94,0.8497674419,Завершен,,,,
2025-08-02 10:58:00,№71 История,ИСТОРИЯ | ФАКТЫ | СЕКРЕТНО,https://t.me/konfethum,3120.0,2657.34,0.8517115385,Завершен,,,,
2025-07-21 09:00:00,№71 История,Шахматная литература. Chess literature.,https://t.me/chessbookslibrary,714.0,719.58,1.007815126,Завершен,,,,
2025-08-22 09:00:00,№71 История,🚩СВЕТЛОЕ прошлое CCCР,https://t.me/svetloe_SSSR,407.0,419.58,1.030909091,Завершен,,,,
2025-08-22 14:54:00,№71 История,Российская Империя в фотографиях,https://t.me/rusempfoto,1195.0,1258.74,1.053338912,Завершен,,,,
2025-09-06 10:02:00,№71 История,Истории из истории,https://t.me/istoryy_iz_istoryy,368.0,419.58,1.140163043,Завершен,,,,
2025-08-13 09:50:00,№71 История,Исторический календарь,https://t.me/hiscalendar,1036.0,1188.81,1.1475,Завершен,,,,
2025-08-19 10:49:00,№71 История,Фотохроники Прошлого ⌛️,https://t.me/photochronicles,792.0,909.09,1.147840909,Завершен,,,,
2025-08-20 12:26:00,№71 История,Картинки счастливого детства | СССР,https://t.me/sovietdetstvo,1434.0,1678.32,1.170376569,Завершен,,,,
2025-08-21 09:06:00,№71 История,Starcheolog,https://t.me/starcheologpol,489.0,699.3,1.43006135,Завершен,,,,
2025-08-22 12:03:00,№71 История,Москва. Было — стало,https://t.me/ecoyase,1950.0,3216.78,1.649630769,Завершен,,,,
2025-07-21 09:12:00,№71 История,Мобилизационная экономика,https://t.me/wareconomic,1820.0,3358.04,1.845076923,Завершен,,,,
2025-07-21 09:00:00,№71 История,РОДНИК,https://t.me/Vnuki_svar0ga,462.0,1019.4,2.206493506,Завершен,,,,
2025-07-21 09:00:00,№71 История,Весь СССР,https://t.me/+_o7R3-Hv2jthNjAy,311.0,959.44,3.085016077,Завершен,,,,
2025-07-21 13:49:00,№71 История,ЗАКОННИК,https://t.me/zakonnik,502.0,2398.6,4.778087649,Завершен,,,,
2025-09-03 10:02:00,№72 Литература,Психология | Саммари 📚,https://t.me/summary_psychology,2620.0,2797.2,1.067633588,Завершен,16.0,174.825,0.0,0
2025-08-27 09:31:00,№72 Литература,Рассказы | Литература,https://t.me/rasskazy_literatura,3172.0,2517.48,0.7936569987,Завершен,11.0,228.8618182,4.0,0.3636363636
2025-09-03 09:15:00,№72 Литература,Смысл | Книги,https://t.me/osmyslen,959.0,1664.33,1.73548488,Завершен,6.0,277.3883333,2.0,0.3333333333
2025-09-03 09:45:00,№72 Литература,Bookly,https://t.me/booookly,469.0,909.09,1.938358209,Завершен,1.0,909.09,0.0,0
2025-08-27 09:00:00,№72 Литература,МЕЛОДИЯ КНИГ,https://t.me/melodybooks,1830.0,1258.74,0.6878360656,Завершен,1.0,1258.74,1.0,1
2025-08-13 09:10:00,№72 Литература,Истории Ирины Ас,https://t.me/istorii_Irini_As,2254.0,839.16,0.3722981366,Завершен,,,,
2025-08-22 10:16:00,№72 Литература,Lara's Stories,https://t.me/lara_stories,5373.0,3321.68,0.618217011,Завершен,,,,
2025-08-13 09:46:00,№72 Литература,Пойдем со мной,https://t.me/poydem_so,1427.0,909.09,0.6370637701,Завершен,,,,
2025-08-09 09:25:00,№72 Литература,Book_movie_guide,https://t.me/book_movie_guide,7017.0,5594.4,0.7972637879,Завершен,,,,
2025-08-20 09:39:00,№72 Литература,Джедай из Шира: фантастика и фэнтези,https://t.me/fantasy_jedi,3420.0,2797.2,0.8178947368,Завершен,,,,
2025-08-21 09:45:00,№72 Литература,Современные рассказы,https://t.me/sovremenyer,1704.0,1398.6,0.8207746479,Завершен,,,,
2025-08-20 09:32:00,№72 Литература,Цитаты и мудрые мысли,https://t.me/estetikauma,1362.0,1118.88,0.8214977974,Завершен,,,,
2025-08-02 11:00:00,№72 Литература,Циничная интеллигенция,https://t.me/depr_int,862.0,839.16,0.9735034803,Завершен,,,,
2025-08-22 12:09:00,№72 Литература,Виктор Пелевин,https://t.me/viktorpelevin,3411.0,3636.36,1.066068602,Завершен,,,,
2025-08-08 09:00:00,№72 Литература,Мировая Поэзия,https://t.me/mir_poetry,6920.0,7692.3,1.111604046,Завершен,,,,
2025-08-08 09:28:00,№72 Литература,Знать и познавать,https://t.me/zip_discover,1077.0,1202.8,1.116805942,Завершен,,,,
2025-08-21 11:37:00,№72 Литература,Я сейчас читаю 📚,https://t.me/yaseychaschitayu,1954.0,2237.76,1.145220061,Завершен,,,,
2025-08-22 09:00:00,№72 Литература,Фантастика и фэнтези. Лучшие подборки,https://t.me/fantastieka1,1700.0,1958.04,1.151788235,Завершен,,,,
2025-08-23 11:19:00,№72 Литература,Ироничная библиотека,https://t.me/ironi4naya,3091.0,3706.29,1.199058557,Завершен,,,,
2025-08-08 09:45:00,№72 Литература,Стихи давно забытого поэта,https://t.me/memoryofpoets,7760.0,9790.2,1.261623711,Завершен,,,,
2025-08-02 11:33:00,№72 Литература,"Стихи в самое сердце | поэзия, литература",https://t.me/stihread,1972.0,2517.48,1.276612576,Завершен,,,,
2025-08-20 09:39:00,№72 Литература,Культурный Кот,https://t.me/catculture,1560.0,2027.97,1.299980769,Завершен,,,,
2025-08-23 09:00:00,№72 Литература,Забытые страницы,https://t.me/zabytyestranicy,1070.0,1678.32,1.568523364,Завершен,,,,
2025-08-23 11:09:00,№72 Литература,Поэзия любви,https://t.me/poetsoullove,535.0,839.16,1.568523364,Завершен,,,,
2025-08-09 09:00:00,№72 Литература,Юля про книги | книжный блог,https://t.me/julia_proknigi,1277.0,2097.9,1.642834769,Завершен,,,,
2025-08-13 09:30:00,№72 Литература,Юля про книги | книжный блог,https://t.me/julia_proknigi,1192.0,2097.9,1.759983221,Завершен,,,,
2025-08-09 09:50:00,№72 Литература,Кофе с филологом ☕️,https://t.me/+n6mZl4FuFExmZDAy,960.0,1958.04,2.039625,Завершен,,,,
2025-08-19 10:35:00,№72 Литература,Книжная сторона,https://t.me/bookside_lebedeva,923.0,2097.9,2.27291441,Завершен,,,,
2025-08-02 11:25:00,№72 Литература,Кризис драмы,https://t.me/irenedrama,1516.0,6223.77,4.105389182,Завершен,,,,
2025-08-08 12:24:00,№73 Религия,Девушка по сердцу Божьему,https://t.me/God7girl,2497.0,1545.45,0.6189227072,Завершен,,,,
2025-08-05 19:26:00,№73 Религия,Ковчег,https://t.me/Kiwotos,428.0,528.67,1.23521028,Завершен,,,,
2025-08-08 09:05:00,№73 Религия,☦️Церковные праздники сегодня☦️,https://t.me/HolyHolidays,478.0,629.37,1.31667364,Завершен,,,,
2025-08-05 09:00:00,№73 Религия,☦️Азы православия☦️,https://t.me/elenaaksenova51,425.0,730.07,1.717811765,Завершен,,,,
2025-09-03 10:12:00,№74 Русский язык,Говори правильно🪆,https://t.me/govori_pravilno,4143.0,5594.4,1.350325851,Завершен,47.0,119.0297872,8.0,0.170212766
2025-08-27 10:08:00,№74 Русский язык,Лингвист,https://t.me/Lingvaa,11733.0,18181.8,1.549629251,Завершен,59.0,308.1661017,25.0,0.4237288136
2025-08-05 09:02:00,№74 Русский язык,Жи-Ши | Русский язык,https://t.me/zhishiru,1739.0,1398.6,0.8042553191,Завершен,,,,
2025-08-09 09:00:00,№74 Русский язык,Не перепутай!,https://t.me/nepereputai,9749.0,8391.6,0.8607652067,Завершен,,,,
2025-08-08 13:22:00,№74 Русский язык,Красное словцо 📕,https://t.me/krasnoe_slovco,1100.0,1118.88,1.017163636,Завершен,,,,
2025-08-05 09:00:00,№74 Русский язык,Простым языком,https://t.me/prostyazikom,5595.0,6013.98,1.074884718,Завершен,,,,
2025-08-13 09:30:00,№74 Русский язык,Словарь Ожегова. Толковый словарь русского языка для школьников и взрослых,https://t.me/ozhegov_tg,214.0,335.66,1.568504673,Завершен,,,,
2025-08-05 11:56:00,№74 Русский язык,Лингвистические истории,https://t.me/linguisticstory,2480.0,4195.8,1.691854839,Завершен,,,,
2025-08-09 09:41:00,№74 Русский язык,Язык в порядке: грамотность без границ,https://t.me/YazGuide,651.0,1118.88,1.718709677,Завершен,,,,
2025-08-13 09:10:00,№74 Русский язык,Остроумный спикер,https://t.me/ostroymniispeaker,526.0,1118.88,2.127148289,Завершен,,,,
2025-08-08 09:24:00,№74 Русский язык,Буква «Ё»,https://t.me/gramota,1064.0,3356.64,3.154736842,Завершен,,,,
2025-08-09 09:00:00,№74 Русский язык,О русском и не только,https://t.me/teacher_larisa_sergeevna,420.0,2237.76,5.328,Завершен,,,,
